UF,Município,Latitude,Longitude,"2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","Total"
MT,PEIXOTO DE AZEVEDO,-10.2448420827713,-54.9922974013687,0,0,0,0,11,0,0,0,0,0,11
MT,POCONÉ,-16.2595094669667,-56.6265093527349,0,0,318,0,0,0,0,0,0,0,318
MT,PONTAL DO ARAGUAIA,-15.9024713438392,-52.2585111119354,0,0,0,0,0,0,23,0,0,0,23
MT,PONTES E LACERDA,-15.2297275711099,-59.3380018443656,0,0,0,0,0,10,0,0,0,0,10
MT,PORTO DOS GAÚCHOS,-11.5338400294576,-57.408353838005,0,0,0,0,14,0,0,0,17,0,31
MT,PORTO ESPERIDIÃO,-15.8576348619177,-58.469298742252,0,0,0,0,0,0,11,0,0,0,11
MT,PORTO ESTRELA,-15.3313363060042,-57.201357299911,0,0,0,0,0,12,0,0,0,0,12
MT,PRIMAVERA DO LESTE,-15.552293593114,-54.3000532591226,0,0,0,0,0,0,0,0,12,0,12
MT,QUERÊNCIA,-12.5922996263044,-52.2098919155941,0,28,0,0,0,0,0,0,0,0,28
MT,RIBEIRÃO CASCALHEIRA,-12.9320485634906,-51.8333633451013,0,0,0,0,0,9,0,0,0,0,9
MT,RONDOLÂNDIA,-10.8443019740102,-61.4596781719947,0,0,0,0,0,3,0,11,0,0,14
MT,ROSÁRIO OESTE,-14.8264275714772,-56.4282932054053,0,0,0,0,0,0,21,0,0,0,21
MT,SANTA RITA DO TRIVELATO,-13.8161897319564,-55.2776928814179,73,0,0,0,0,0,0,0,0,0,73
MT,SANTA TEREZINHA,-10.4661116195782,-50.5062664379029,3,0,0,96,0,0,0,0,0,0,99
MT,SANTO ANTÔNIO DO LEVERGER,-15.8691790439574,-56.0941622007565,0,0,0,0,0,0,0,0,14,0,14
MT,SÃO FÉLIX DO ARAGUAIA,-11.6160823259386,-50.6619863699343,39,15,0,0,0,0,0,0,18,0,72
MT,SÃO JOSÉ DO RIO CLARO,-13.4520683374105,-56.7215837606848,0,0,0,0,0,0,0,0,0,9,9
MT,SÃO JOSÉ DO XINGU,-10.8002641630325,-52.7397936398726,0,0,0,0,0,16,0,0,0,0,16
MT,SAPEZAL,-13.538195353471,-58.8121380141754,0,0,0,0,0,0,78,0,0,0,78
MT,SINOP,-11.8580053080776,-55.5009220023867,0,53,0,3,0,0,0,0,0,7,63
MT,SORRISO,-12.5517767078454,-55.7259136750912,57,0,0,0,0,0,9,0,0,0,66
MT,TABAPORÃ,-11.3075079570382,-56.8248337962705,0,0,0,0,0,21,0,1,0,0,22
MT,TAPURAH,-12.7320686313156,-56.5194858964734,0,18,10,0,0,110,18,7,0,0,163
MT,UNIÃO DO SUL,-11.5355107507237,-54.3748444105851,0,0,0,29,0,0,0,0,0,0,29
MT,VÁRZEA GRANDE,-15.6580648240885,-56.1446637401865,0,0,2,0,0,0,0,24,0,0,26
MT,VERA,-12.2840488631766,-55.3009185748599,53,0,0,0,0,0,0,0,0,0,53
MT,VILA BELA DA SANTÍSSIMA TRINDADE,-15.0093244787805,-59.952558199478,5,0,0,0,0,0,0,0,0,0,5
MT,VILA RICA,-10.0133521818688,-51.1168225790044,8,127,0,0,10,0,4,13,0,0,162
PA,ABEL FIGUEIREDO,-4.95139089553129,-48.3967621257944,0,0,43,36,0,19,15,24,22,11,170
PA,AFUÁ,-0.159171693779796,-50.3914275892332,21,0,0,0,0,0,0,0,0,0,21
PA,ÁGUA AZUL DO NORTE,-6.80494886740537,-50.4852745072531,27,0,0,13,0,26,0,46,13,0,125
PA,ALTAMIRA,-3.20565951,-52.2143763052078,6,79,0,8,33,0,0,7,0,32,165
PA,ANAPU,-3.47610463506868,-51.201621798458,0,20,0,0,0,0,7,0,0,0,27
PA,BAIÃO,-2.79196186136136,-49.6727533733252,0,0,0,0,29,16,0,0,0,0,45
PA,BANNACH,-7.3510721924244,-50.4060471215195,33,0,0,0,0,0,0,0,0,0,33
PA,BOM JESUS DO TOCANTINS,-5.04736270432028,-48.5990399590614,0,11,0,0,0,14,10,0,0,0,35
PA,BRASIL NOVO,-3.29780370400837,-52.5434411922788,0,5,0,80,0,0,0,0,0,0,85
PA,BREJO GRANDE DO ARAGUAIA,-5.70729615383609,-48.4057604223873,5,0,79,0,15,6,0,17,0,0,122
PA,BREU BRANCO,-3.77813541287867,-49.5698796832857,37,0,0,12,0,35,0,0,0,0,84
PA,CANAÃ DOS CARAJÁS,-6.5321966156294,-49.8489584319153,0,24,0,0,0,0,0,0,0,0,24
PA,CAPITÃO POÇO,-1.74618729323751,-47.0628253774008,0,0,0,0,0,0,6,0,0,0,6
PA,CASTANHEIRA,-1.29575680504524,-47.9266431419442,0,0,0,0,10,0,0,0,0,0,10
PA,CONCEIÇÃO DO ARAGUAIA,-8.26486352999999,-49.2645008124956,0,0,0,0,0,0,0,4,11,0,15
PA,CONCÓRDIA DO PARÁ,-1.98452146277275,-47.9498869390047,0,0,0,0,0,15,0,0,0,0,15
PA,CUMARU DO NORTE,-7.81110653689926,-50.771578377513,360,0,0,73,0,0,0,15,0,0,448
PA,CURIONÓPOLIS,-6.09681995220666,-49.6022142249504,12,0,0,0,0,2,0,0,19,0,33
PA,DOM ELISEU,-4.29077772,-47.5559148859934,64,49,102,129,0,0,0,2,5,0,351
PA,ELDORADO DOS CARAJÁS,-6.10352516107138,-49.3739519421522,36,0,0,16,20,13,11,15,0,0,111
PA,FLORESTA DO ARAGUAIA,-7.55870087237007,-49.6975784122372,1,0,0,0,0,0,0,0,0,0,1
PA,GOIANÉSIA DO PARÁ,-3.842468,-49.1010449237425,77,34,178,45,28,38,36,27,19,1,483
PA,IGARAPÉ-MIRI,-1.983116,-48.9622994689466,0,0,0,0,0,0,0,0,7,0,7
PA,IPIXUNA DO PARÁ,-2.5575285,-47.4997175887982,0,0,23,20,43,0,6,0,0,0,92
PA,ITAITUBA,-4.26372948,-55.9900488572777,0,0,28,0,0,0,0,0,0,0,28
PA,ITUPIRANGA,-5.12883702636091,-49.324425861286,14,0,17,0,229,6,29,33,0,15,343
PA,JACAREACANGA,-6.22355173138644,-57.7663398583794,0,0,0,0,0,0,0,6,0,0,6
PA,JACUNDÁ,-4.448405475,-49.1127815625674,0,0,0,0,0,33,6,0,0,15,54
PA,MARABÁ,-5.35260576313025,-49.1420253334066,184,65,22,71,36,32,34,2,9,161,616
PA,MEDICILÂNDIA,-3.44541741218688,-52.8883453507242,0,0,0,13,0,0,0,42,0,9,64
PA,MOJU,-1.885889,-48.7671991273718,0,0,0,0,15,11,7,11,4,10,58
PA,NOVO PROGRESSO,-7.03483591328811,-55.4198701179783,0,0,0,0,0,0,0,0,0,12,12
PA,NOVO REPARTIMENTO,-4.2481485,-49.9486382443426,65,0,0,0,59,8,15,12,20,15,194
PA,OEIRAS,-2.004734,-49.8551061087735,0,0,0,0,0,0,0,32,0,0,32
PA,OURILÂNDIA DO NORTE,-6.74061708637735,-51.0908327746815,14,0,13,0,0,7,16,48,4,0,102
PA,PACAJÁ,-3.8303057037573,-50.6348408304297,0,161,87,235,38,3,4,0,31,48,607
PA,PALESTINA DO PARÁ,-5.74993410622605,-48.3217937261636,19,5,0,0,3,0,0,0,0,5,32
PA,PARAGOMINAS,-2.9941905,-47.3569615610518,21,0,84,141,72,91,18,0,11,0,438
PA,PARAUAPEBAS,-6.07272988763183,-49.9007806342969,0,0,0,0,0,0,8,9,2,0,19
PA,PAU D'ARCO,-7.83679440397356,-50.0482755318998,0,0,0,0,0,0,0,0,0,10,10
PA,PIÇARRA,-6.45367623455792,-48.8684006672186,0,35,0,0,0,0,0,0,0,0,35
PA,PLACAS,-3.86731556213535,-54.2169681312653,0,0,0,0,0,88,5,0,0,0,93
PA,PRAINHA,-1.8056945,-53.4818139407894,0,0,0,0,0,0,0,0,0,11,11
PA,REDENÇÃO,-8.0276045,-50.0296418255092,263,0,0,0,0,0,0,0,29,0,292
PA,RIO MARIA,-7.31111524468814,-50.0464108775223,27,0,39,0,0,0,0,0,0,0,66
PA,RONDON DO PARÁ,-4.77782172703554,-48.0699737493982,16,126,48,14,0,77,14,83,0,0,378
PA,SANTA LUIZA DO PARÁ,-1.51882789138751,-46.9061692026983,0,0,0,0,0,32,0,0,0,0,32
PA,SANTA MARIA DAS BARREIRAS,-8.87055053969294,-49.7193518572256,64,0,0,0,0,0,0,28,0,0,92
PA,SANTANA DO ARAGUAIA,-9.329424525,-50.3448043211289,107,127,91,0,0,0,0,0,0,23,348
PA,SANTARÉM,-2.43621332999996,-54.718570167271,0,0,0,0,6,0,0,0,0,0,6
PA,SÃO DOMINGOS DO ARAGUAIA,-5.549841,-48.7203734107843,0,0,11,0,7,0,0,18,0,0,36
PA,SÃO FÉLIX DO XINGU,-6.64248327834078,-51.9937825239643,169,44,118,36,93,117,58,76,14,25,750
PA,SÃO GERALDO,-6.39895797,-48.5557124861925,0,16,0,0,0,0,0,0,0,0,16
PA,SÃO GERALDO DO ARAGUAIA,-6.39895797,-48.5557124861925,0,7,22,31,2,26,1,0,13,12,114
PA,SÃO JOÃO DA PONTA,-0.851002145269607,-47.9207241656461,0,0,0,0,0,1,0,0,0,0,1
PA,SÃO JOÃO DO ARAGUAIA,-5.3590027244164,-48.7886334020461,17,0,0,0,0,0,0,0,0,0,17
PA,SAPUCAIA,-6.94285711257384,-49.7035807118843,107,0,0,0,0,0,0,0,0,0,107
PA,SOURE,-0.7259255,-48.5160126622773,0,0,0,0,30,0,0,0,0,0,30
PA,TAILÂNDIA,-2.9370795,-48.9512816295757,0,18,0,27,0,0,0,6,4,52,107
PA,TOMÉ-AÇU,-2.41936685526732,-48.1468965865719,0,59,0,36,0,76,5,0,0,0,176
PA,TRAIRÃO,-4.69981914969727,-55.9961700349273,0,0,0,0,0,0,5,0,0,0,5
PA,TUCUMÃ,-6.74997200738228,-51.1395392466357,0,0,0,0,0,0,4,0,0,0,4
PA,TUCURUÍ,-3.76688908431163,-49.6671843672247,0,0,22,26,17,15,0,0,0,0,80
PA,ULIANÓPOLIS,-3.75719301,-47.5031447549991,42,31,95,0,1113,0,0,0,0,9,1290
PA,URUARÁ,-3.7065285,-53.7370310504593,0,0,59,0,35,4,0,0,0,6,104
PA,VISEU,-1.20327852667727,-46.1387652161495,0,7,0,0,0,0,0,0,0,0,7
PA,VITÓRIA DO XINGU,-2.88376571022879,-52.0112603538154,0,10,0,0,0,0,0,0,0,0,10
PA,XINGUARA,-7.10151282714603,-49.9427005843752,21,5,24,0,0,0,6,0,0,0,56
PB,BOA VISTA,-7.25791308057966,-36.2353736587535,0,0,0,0,0,0,0,27,0,0,27
PE,ALIANÇA,-7.6047298084634,-35.228501497065,0,0,0,0,0,0,245,0,0,0,245
PE,AMARAJI,-8.378487,-35.4507729209957,0,0,0,0,0,0,45,0,0,0,45
PE,ESCADA,-8.36252199,-35.2361574244475,0,0,0,0,0,0,89,0,0,0,89
PE,MORENO,-8.11869453,-35.0948690998838,0,0,0,0,0,0,40,0,0,0,40
PE,PALMARES,-8.6790825,-35.588335993758,0,0,0,0,0,300,0,0,0,0,300
PE,RIBEIRÃO,-8.51111604,-35.3761308237038,0,0,0,0,0,9,0,0,0,0,9
PI,ANTÔNIO ALMEIDA,-7.21935583400696,-44.1965353200182,0,0,0,0,0,18,0,0,0,0,18
PI,AROAZES,-6.11285025626381,-41.7974533387939,0,0,0,0,8,0,0,0,0,0,8
PI,BAIXA GRANDE DO RIBEIRO,-7.85335195918548,-45.2128152925669,0,17,0,0,0,0,0,6,0,0,23
PI,BARREIRAS DO PIAUÍ,-9.92124682674305,-45.4777877054503,0,0,0,0,0,0,0,0,0,22,22
PI,BOM JESUS,-9.07094898367372,-44.3605250848238,0,0,0,0,0,0,0,0,0,14,14
PI,CORRENTE,-10.4409360381237,-45.1633125235767,0,0,0,0,0,5,11,0,0,0,16
PI,JERUMENHA,-7.08463219387257,-43.502743006402,0,0,0,88,0,0,0,0,0,0,88
PI,MANOEL EMÍDIO,-8.01135867397569,-43.8754746716661,0,0,18,0,0,0,0,0,0,0,18
PI,MONTE ALEGRE DO PIAUÍ,-9.75583366808834,-45.2957402208575,0,0,0,0,0,17,0,0,0,21,38
PI,MORRO CABEÇA NO TEMPO,-9.71931949215442,-43.9018743653613,0,0,0,0,0,44,0,0,0,0,44
PI,NAZARÉ DO PIAUÍ,-6.96712849109696,-42.6682272300916,0,0,0,0,0,0,0,0,0,9,9
PI,PALMEIRA DO PIAUÍ,-8.72950111876504,-44.2325685791725,0,0,0,0,0,0,0,14,0,0,14
PI,PARANAGUÁ,-10.2171809705429,-44.6343146131201,0,0,0,0,0,10,0,0,0,0,10
PI,PORTO ALEGRE DO PIAUÍ,-6.97172468664628,-44.1948371018939,0,0,0,0,0,35,0,0,0,0,35
PI,REDENÇÃO DO GURGUÉIA,-9.49344824144474,-44.5812141605608,0,0,0,0,155,0,0,0,0,9,164
PI,RIBEIRO GONÇALVES,-7.55803424497218,-45.2456386842601,0,21,0,0,0,0,0,0,0,0,21
PI,SANTA FILOMENA,-9.10679570533628,-45.9205564410726,0,0,0,0,0,0,0,0,5,0,5
PI,SEBASTIÃO LEAL,-7.57738563015194,-44.0676917696103,0,0,37,0,0,0,0,0,0,0,37
PI,TERESINA,-5.0863419523217,-42.8052704582233,0,0,0,0,24,0,0,0,0,22,46
PI,URUÇUI,-7.22950334456247,-44.5602559238525,0,0,0,0,8,0,0,0,0,0,8
PR,ADRIANÓPOLIS,-24.6616897054528,-48.9917545384253,0,0,0,0,0,0,12,0,0,0,12
PR,BITURUNA,-26.1607944758406,-51.5565252574648,0,0,0,0,0,0,36,0,0,0,36
PR,BOCAIUVA DO SUL,-25.2149015836902,-49.1057874827993,0,0,0,13,0,0,0,0,0,0,13
PR,CAMPINA DO SIMÃO,-25.102578469803,-51.8147865320915,0,0,0,0,81,0,0,0,0,0,81
PR,CAMPINA GRANDE DO SUL,-25.303247505,-49.0534658723571,0,0,0,0,28,0,0,0,0,0,28
PR,CERRO AZUL,-24.8189473027859,-49.2603168259064,0,0,0,0,0,70,40,0,0,0,110
PR,CLEVELÂNDIA,-26.4052052933614,-52.352986201218,0,0,0,0,0,0,24,19,0,0,43
PR,CURITIBA,-25.432956,-49.2718478850774,0,0,0,0,0,0,0,0,11,0,11
PR,DOMINGOS SOARES,-26.2265477684456,-52.0345386761734,0,0,0,0,0,0,9,0,0,0,9
PR,DOUTOR ULYSSES,-24.5678364522416,-49.4197717989297,0,0,0,0,0,0,29,0,0,0,29
PR,GENERAL CARNEIRO,-26.4258025265901,-51.3168589232394,0,0,0,0,9,10,48,11,8,0,86
PR,GUARAPUAVA,-25.39359198,-51.4634310776746,0,0,0,13,0,0,0,0,0,0,13
PR,IRATI,-25.4737362989273,-50.6580481227737,0,0,0,0,0,51,0,0,0,0,51
PR,PALMAS,-26.481472515,-51.9887738877127,0,0,0,0,0,0,0,84,2,9,95
PR,PEROBAL,-23.8945617452712,-53.4115002037974,0,0,0,0,0,0,0,0,0,125,125
PR,PORTO VITÓRIA,-26.1634752041938,-51.2366947363773,0,0,0,0,0,0,0,0,6,0,6
PR,RESERVA,-24.651648,-50.8505958054306,0,0,0,0,0,0,0,0,0,5,5
PR,RIO BRANCO DO SUL,-25.190165351554,-49.3167138827683,0,0,0,14,0,0,0,0,0,0,14
PR,SÃO JOÃO DO TRIUNFO,-25.6918750639246,-50.3080640619123,0,0,0,0,0,0,25,0,0,0,25
PR,SÃO MATEUS DO SUL,-25.869599505,-50.3906242547046,0,0,0,0,0,24,4,0,0,10,38
PR,TIJUCAS DO SUL,-25.9201804801752,-49.1822439412764,0,0,0,0,11,0,0,0,0,0,11
PR,TUNAS DO PARANÁ,-24.9723811901187,-49.0860587993651,0,0,82,0,0,0,0,0,0,15,97
PR,UNIÃO DA VITÓRIA,-26.2284345,-51.0906095229866,0,0,0,0,0,8,0,6,0,0,14
RJ,ARARUAMA,-22.8774383873543,-42.3410960231633,2,0,0,0,0,0,0,0,0,0,2
RJ,BOM JARDIM,-22.1533052283079,-42.4172114822867,0,0,0,0,0,0,0,0,20,0,20
RJ,CABO FRIO,-22.880764667133,-42.0200748019026,64,0,0,0,0,0,0,0,0,0,64
RJ,CAMPOS DOS GOYTACAZES,-21.751898632064,-41.3304764918626,355,0,0,0,0,0,521,33,73,0,982
RJ,CONCEIÇÃO DO MACABU,-22.0878715265253,-41.8677585057147,0,0,0,0,0,0,0,1,0,0,1
RJ,DUAS BARRAS,-22.0589060899401,-42.5150976314669,0,0,0,0,0,0,0,0,9,2,11
RJ,PARACAMBI,-22.6097271620662,-43.7093845630292,0,0,0,0,49,0,0,0,0,0,49
RJ,RIO DE JANEIRO,-22.8766521181864,-43.2278751249951,0,0,0,44,0,46,0,0,0,0,90
RJ,SANTO ANTÔNIO DE PÁDUA,-21.5359771209444,-42.1779115574881,0,0,0,0,0,0,0,0,9,7,16
RJ,SÃO FRANCISCO DO ITABAPOANA,-21.4801381322882,-41.1177197285797,0,0,0,0,0,0,0,24,0,0,24
RJ,VALENÇA,-22.2447194311793,-43.704843678327,25,0,0,0,0,0,0,0,0,0,25
RN,ALTO DO RODRIGUES,-5.293807787638,-36.7594926142106,0,29,0,0,0,0,0,0,0,0,29
RN,MAXARANGUAPE,-5.50545626577382,-35.262074868072,0,0,0,0,0,7,0,0,0,0,7
RO,ARIQUEMES,-9.90846286656719,-63.0332692780483,0,0,0,0,0,0,0,1,6,0,7
RO,CACAULÂNDIA,-10.3388728393928,-62.9031899345687,0,0,0,0,0,0,0,0,7,0,7
RO,CEREJEIRAS,-13.1950330320399,-60.8184261646814,73,0,0,0,0,0,0,0,0,0,73
RO,CHUPINGUAIA,-12.5568407610938,-60.9018477499553,128,18,19,0,0,5,0,0,6,0,176
RO,CORUMBIARA,-12.9975202364834,-60.9487011706614,63,0,23,0,0,0,0,0,0,0,86
RO,CUJUBIM,-9.37819339905712,-62.5871745319209,0,0,0,0,0,0,0,0,22,0,22
RO,GUAJARÁ MIRIM,-10.7738837406704,-65.3239518196923,0,0,0,0,0,0,0,0,18,0,18
RO,JI-PARANÁ,-10.882051318349,-61.9450945826841,0,0,0,0,0,0,53,0,12,0,65
RO,PIMENTEIRAS DO OESTE,-13.4765620024615,-61.0443790025384,219,0,0,0,0,0,0,0,0,0,219
RO,PORTO VELHO,-8.76889179,-63.8314456543611,0,0,0,0,0,23,5,25,9,10,72
RO,VILHENA,-12.7413734718029,-60.1385838660987,0,0,0,0,0,0,1,0,0,0,1
RO,VISTA ALEGRE DO ABUNÃ,-8.76889179,-63.8314456543611,0,0,0,0,0,0,0,11,0,0,11
RR,CANTÁ,2.60766639841651,-60.6020628476112,0,0,0,0,0,0,26,0,0,0,26
RS,BOM JESUS,-28.6705776756427,-50.4333492699801,0,0,0,0,0,0,0,24,0,0,24
RS,CACEQUI,-29.8802876604795,-54.8277276903362,0,0,0,0,47,0,0,0,0,0,47
RS,CAMBARÁ DO SUL,-29.0481752734455,-50.1437653842536,0,0,35,0,0,0,0,0,0,0,35
RS,CANGUÇU,-31.3938595243163,-52.6762858320723,0,0,0,0,0,0,0,0,0,6,6
RS,MOSTARDAS,-31.1082251074074,-50.9191588510716,0,0,0,0,0,0,9,0,0,0,9
RS,NOVA BRÉSCIA,-29.2165114325476,-52.0179835406116,0,0,0,0,0,0,0,0,0,12,12
RS,SÃO FRANCISCO DE PAULA,-29.4440980747993,-50.5821081078304,0,0,0,0,0,0,0,0,3,0,3
RS,SÃO GABRIEL,-30.3367600548514,-54.3204778581076,0,0,0,0,0,4,0,0,0,0,4
RS,SÃO JERÔNIMO,-29.9594386648049,-51.7281775032404,0,0,0,0,0,0,0,0,5,0,5
RS,SÃO JOSÉ DO NORTE,-32.020609112738,-52.0342022719838,0,0,0,0,0,0,5,0,0,0,5
RS,URUGUAIANA,-29.7598231720144,-57.0818249090229,0,0,0,0,0,0,4,0,0,0,4
RS,VACARIA,-28.5023543951863,-50.9365991641211,0,0,0,0,0,0,0,0,20,0,20
SC,ARAQUARI,-26.3759515540741,-48.6927074119294,0,0,0,0,0,6,0,0,0,0,6
SC,ARVOREDO,-27.0735335581574,-52.4577888411625,0,0,0,0,0,0,0,40,0,0,40
SC,BALNEÁRIO BARRA DO SUL,-26.4564295671176,-48.6066458760073,0,0,0,0,0,28,0,0,0,0,28
SC,BLUMENAU,-26.9161077053066,-49.0576308843611,0,0,0,0,26,0,0,0,0,0,26
SC,BOCAINA DO SUL,-27.7431983069377,-49.9458979108069,0,0,0,0,0,0,0,5,0,0,5
SC,CAÇADOR,-26.7753476727181,-51.019034758998,0,0,0,0,0,2,0,0,0,0,2
SC,CALMON,-26.6046771770733,-51.0966349045981,0,0,0,0,0,0,32,12,0,0,44
SC,CANOINHAS,-26.1788070142524,-50.3978487118932,0,0,0,7,0,0,0,5,10,0,22
SC,CAPÃO ALTO,-27.9416852818149,-50.5114792925863,0,0,0,0,0,0,0,0,0,13,13
SC,CATANDUVAS,-27.0720352215709,-51.6589480985776,0,0,0,0,0,0,0,0,2,0,2
SC,CHAPECÓ,-27.1068370215332,-52.6170311134137,0,0,0,0,0,0,0,0,10,0,10
SC,CONCÓRDIA,-27.2336587800538,-52.0239710697483,0,0,0,0,0,0,0,0,6,14,20
SC,CORREIA PINTO,-27.5848083449709,-50.3637605546149,0,0,0,0,0,0,0,5,0,0,5
SC,CURITIBANOS,-27.2829825064662,-50.5826010352621,0,0,0,0,0,61,0,0,0,0,61
SC,HERVAL DO OESTE,-27.1703031847072,-51.4962153102599,0,0,0,0,0,2,0,0,0,0,2
SC,IMBUIA,-27.4946042536369,-49.4277293449917,0,0,0,0,0,0,28,0,0,0,28
SC,IRINEÓPOLIS,-26.2366129371022,-50.803900049813,0,0,0,0,0,0,0,12,0,0,12
SC,LAGES,-27.8172594631137,-50.3302224241895,0,0,0,0,0,0,0,0,2,12,14
SC,LEBON RÉGIS,-26.92911401117,-50.6918278644481,0,0,0,0,0,0,38,0,0,0,38
SC,LINDÓIA DO SUL,-27.0474644814816,-52.0809226441985,0,0,0,0,0,0,0,0,4,0,4
SC,MONTE CASTELO,-26.4563624721632,-50.2262714328843,0,0,0,0,0,0,0,0,10,0,10
SC,PASSOS MAIA,-26.780889147192,-52.0617238004269,0,0,0,0,0,20,0,0,6,0,26
SC,PETROLÂNDIA,-27.5281268330003,-49.6948686231007,0,0,0,0,13,0,0,0,0,0,13
SC,PORTO UNIÃO,-26.230004898086,-51.0816046335965,0,0,0,0,0,7,0,0,9,0,16
SC,RIO NEGRINHO,-26.255325027927,-49.5172950755856,0,0,0,37,0,0,0,0,22,0,59
SC,SANTA CECÍLIA,-26.9569007446141,-50.4229016203404,0,0,0,0,0,6,0,0,0,6,12
SC,SÃO JOAQUIM,-28.2947124992119,-49.9367417605442,0,0,0,0,0,0,0,154,0,0,154
SC,SÃO JOSÉ DO CERRITO,-27.6685865187533,-50.5813861763305,0,0,0,0,0,0,0,0,8,0,8
SC,URUBICI,-28.0045549120328,-49.5882056111042,0,0,0,0,0,0,0,5,0,0,5
SC,VARGEM BONITA,-27.0032416045091,-51.7447401814046,0,0,0,0,13,0,0,0,0,0,13
SC,XANXERÊ,-26.8745844992385,-52.4046671389753,0,0,0,0,0,0,0,15,6,0,21
SP,AMERICANA,-22.7408835,-47.3303629263814,0,0,0,0,0,0,0,0,38,0,38
SP,ARARAQUARA,-21.7903595,-48.1744399375437,0,0,0,0,0,0,0,0,2,0,2
SP,BARUERI,-23.508902,-46.8746528865305,0,0,0,0,0,0,0,0,15,0,15
SP,BOFETE,-23.1025199999813,-48.2600330588197,0,0,0,0,0,0,0,0,0,46,46
SP,ENGENHEIRO COELHO,-22.4911899524775,-47.2130797305393,0,0,0,0,0,12,0,0,0,0,12
SP,GARÇA,-22.21070949,-49.656529935058,0,0,0,0,0,0,21,0,0,0,21
SP,ICEM,-20.3435051210596,-49.1961201914742,0,0,0,0,0,55,0,0,0,0,55
SP,IGARAPAVA,-20.039612535,-47.7510665713129,0,0,0,0,42,0,0,0,0,0,42
SP,MOJI MIRIM,-22.4326955,-46.9563671265789,0,0,0,0,0,10,0,0,0,0,10
SP,NOVA CAMPINA,-24.1232104179112,-48.9057384790491,0,0,0,0,0,0,0,0,63,0,63
SP,ORINDIÚVA,-20.1801967430367,-49.3518184809986,0,0,0,0,0,64,0,0,0,0,64
SP,PEDERNEIRAS,-22.3554915,-48.7796809636212,0,0,0,0,19,0,0,0,0,0,19
SP,PIRAJUÍ,-21.993447,-49.4566424333695,0,0,0,0,0,10,0,0,0,0,10
SP,PRADÓPOLIS,-21.358049011278,-48.0655830220454,0,0,0,0,0,0,0,0,0,9,9
SP,PRATÂNIA,-22.8114679844676,-48.6646855775174,0,0,0,0,0,21,0,0,0,0,21
SP,SÃO PAULO,-23.5673865,-46.5703831821127,0,0,0,0,0,0,17,51,32,138,238
TO,ALMAS,-11.5745234694478,-47.1741716842358,0,0,0,2,0,0,0,0,0,0,2
TO,ANANÁS,-6.36281815410008,-48.0797646061948,169,7,54,210,8,10,0,0,0,0,458
TO,ARAGOMINAS,-7.16434927144369,-48.5234301922917,0,45,0,0,0,0,0,0,0,0,45
TO,ARAGUACEMA,-8.80180254411114,-49.5618126396073,0,0,0,0,0,0,0,39,6,0,45
TO,ARAGUAÇU,-12.9255837118616,-49.8286124432782,0,0,0,0,0,0,28,0,0,0,28
TO,ARAGUAÍNA,-7.19132893965495,-48.2087052518558,8,49,4,6,0,0,19,0,0,0,86
TO,ARAGUANÃ,-6.58224942002919,-48.643749546943,54,0,0,0,13,0,0,0,0,0,67
TO,ARAGUATINS,-5.65058647299995,-48.1235073430293,0,6,0,0,0,0,0,0,0,56,62
TO,ARAPOEMA,-7.65256973541903,-49.0756373852721,0,84,0,101,5,0,0,0,0,0,190
TO,AXIXÁ DO TOCANTINS,-5.62430906592744,-47.7741560325221,0,0,40,8,0,0,0,0,0,0,48
TO,BANDEIRANTES DO TOCANTINS,-7.76485914125332,-48.5783806048643,40,15,10,0,0,0,0,0,33,0,98
TO,BRASILÂNDIA,-8.38488935107799,-48.4853744191239,0,12,0,0,0,0,0,0,8,0,20
TO,CACHOEIRINHA,-6.11324164650466,-47.9141977785589,0,60,0,0,0,0,0,0,0,0,60
TO,CAMPOS LINDOS,-7.97168139413731,-46.8019743467067,20,0,0,0,9,0,0,0,0,0,29
TO,CARIRI DO TOCANTINS,-11.8889974638744,-49.1710407289888,0,0,0,0,0,5,0,0,0,0,5
TO,CARMOLÂNDIA,-7.03147877786105,-48.3959599306274,15,0,0,4,0,0,0,0,0,0,19
TO,CASEARA,-9.26740621890347,-49.9486922677787,0,0,0,0,0,0,274,0,0,0,274
TO,CHAPADA DA NATIVIDADE,-11.6242678313621,-47.7539048918564,0,0,0,0,0,0,0,0,27,0,27
TO,COLINAS DO TOCANTINS,-8.05462467549995,-48.4815945437489,0,0,0,0,4,8,4,0,0,0,16
TO,COLMÉIA,-8.72937180681859,-48.7570665856947,0,0,0,0,0,0,8,20,0,0,28
TO,CONCEIÇÃO DO TOCANTINS,-12.2172777669654,-47.2928688108069,0,0,0,4,0,12,0,0,6,0,22
TO,CRISTALÂNDIA,-10.5907246371176,-49.1863002912611,0,0,0,0,0,0,0,0,0,16,16
TO,CRIXÁS DO TOCANTINS,-11.1042742936042,-48.9155138256477,0,0,0,0,0,0,0,0,0,7,7
TO,DARCINÓPOLIS,-6.71235100148175,-47.7521611102799,8,29,0,0,0,0,0,0,0,103,140
TO,DIANÓPOLIS,-11.625231878065,-46.8204090669434,0,0,0,0,0,0,0,0,0,9,9
TO,DOIS IRMÃOS,-9.26129670979711,-49.0673386442723,0,0,0,0,21,0,0,0,0,0,21
TO,DUERÉ,-11.3412854167798,-49.2658759161628,0,0,0,0,0,0,0,0,0,8,8
